,car_id,marke,modell,preis,kilometer
1000,7d7d2860-8660-4aba-ba7d-8c6655750012,Volkswagen,CC,15.500 €,91.000 km
1001,4021516b-0987-4a69-bdd8-13c6427d1db9,Volkswagen,Golf,14.900 €,93.500 km
1002,5073654f-506b-4b72-8d7c-a224d6f38ccb,,,,
1003,4a7f6483-31c3-4d88-8d3a-874549d3066d,Volkswagen,Sharan,17.000 €,114.000 km
1004,9bdf7e39-08cf-47a3-87dd-54f7a93c788f,Audi,A4,17.990 €,96.500 km
1005,6019c693-db7c-4ad6-bee2-4c0ce9312253,Audi,A3,16.490 €,85.051 km
1006,bbb6bbae-d6df-4d74-bc9b-65df0fd5da91,Volkswagen,Golf,12.950 €,84.500 km
1007,15eddd70-2a35-4b49-ba90-44140d0cd102,BMW,530,21.990 €,91.812 km
1008,1bd2f2e3-5795-41af-a985-54f57fbdf077,Volkswagen,Golf,17.350 €,98.936 km
1009,8f35ac0f-9b7b-45c2-b073-2d7c1b28c9a8,Land Rover,Discovery,27.490 €,97.000 km
1010,9a0cdc53-0ab3-43f0-94d4-c64da8e0f205,Volkswagen,CC,15.500 €,91.000 km
1011,0d840f32-fb12-4203-866d-a0d8d725c5cf,BMW,320,14.749 €,94.505 km
1012,9bc6aeee-c438-4849-839e-6b425d745684,,,,
1013,87f6d2c8-306a-4cd6-897c-e30c1b1f53e0,Volkswagen,Golf,16.430 €,88.000 km
1014,ffbcb10a-9242-4a47-a0f9-1dc6d42362fe,Volkswagen,Golf,26.990 €,99.980 km
1015,331a6ec8-5fce-435d-89c5-67c9c9fe5e40,Volkswagen,Golf,17.350 €,98.936 km
1016,915344fa-7f22-42e3-9b25-e33030989bef,Volkswagen,CC,15.500 €,91.000 km
1017,77e42cce-d2cf-434b-b619-173eae91c0d7,Volkswagen,Golf,26.990 €,99.980 km
1018,815427e5-26dd-4c68-8bd5-8548e122fe9a,Mercedes-Benz,GLA 220,29.879 €,84.848 km
1019,534500ae-da67-4fed-a813-9697d764ac52,Volkswagen,Touran,30.995 €,13.900 km
1020,0dd5d747-b9e1-4141-bf7d-8b9b9d77098a,BMW,530,21.990 €,91.812 km
1021,50286dce-114a-4bf7-9ea7-23f48ce5ed9e,Audi,A3,16.490 €,85.051 km
1022,38847d35-67bb-4529-a20f-c54a2d037cef,Volkswagen,Golf,16.430 €,88.000 km
1023,bcc4379f-d493-4d33-b915-543b3df22271,Volkswagen,Golf,16.430 €,88.000 km
1024,8334160d-1a8d-4481-9cdb-b68a3779d944,BMW,320,14.749 €,94.505 km
1025,4c26c949-c3fb-42b3-ad70-08f87a3248ef,Volkswagen,Caddy,15.890 €,111.418 km
1026,0c6205ff-2e16-4ac8-8f42-7621a102c331,Volkswagen,Beetle,15.985 €,94.500 km
1027,2bbda470-a3f8-4d21-8049-7e370d133458,Volkswagen,Golf,16.490 €,103.000 km
1028,dacd0b6b-fdc2-4259-ac0d-c679b4d94aed,Volkswagen,Golf,16.490 €,103.000 km
1029,7cbc7113-4707-477f-86ee-80f8f0b39e20,BMW,320,14.749 €,94.505 km
1030,8e3d4830-2cfe-41f0-97d4-34483b230588,Volkswagen,Golf,16.490 €,103.000 km
1031,464989be-da23-441b-9121-c21a0e0b8a73,Volkswagen,Golf,16.490 €,103.000 km
1032,04e4a106-dffb-4612-8204-638195834552,Volkswagen,Golf,16.490 €,103.000 km
1033,d1a91468-8a26-469b-ab0d-78bc59cbc1bb,Volkswagen,Golf,14.900 €,93.500 km
1034,2837db5c-0c62-49e4-b604-c0f44695adcb,Volkswagen,CC,16.600 €,80.304 km
1035,257b8dc1-e3c2-46f0-b9c3-f990a1e5f8ce,Audi,A4,17.990 €,96.500 km
1036,d7866244-9f9b-4f93-a042-a3bcea9ce881,Volkswagen,Golf,11.975 €,102.100 km
1037,b6f85c51-541f-4c27-9329-524b2129e5b5,Volkswagen,Beetle,15.985 €,94.500 km
1038,24f0b1b0-f1d5-46cc-a16f-6de84bd70b03,Volkswagen,Golf,26.990 €,99.980 km
1039,ae8d92ea-1464-4739-81be-8f09e5c188c5,Volkswagen,Caddy,15.890 €,111.418 km
1040,5e7f0009-0758-4b75-8b96-a73f0227dcef,Volkswagen,Passat Variant,15.000 €,100.000 km
1041,af56563e-e491-470d-9959-0a6757f0a1eb,Audi,A3,16.490 €,85.051 km
1042,7d2e9a09-b433-40e9-9472-b44dcaffa038,Audi,A4,17.990 €,96.500 km
1043,d3289c72-9e17-4207-9774-699ee7d06785,Volkswagen,Golf,16.490 €,103.000 km
1044,db919582-eb60-4d98-89be-bcaea367dd77,Volkswagen,Golf,16.430 €,88.000 km
1045,58594b2c-f381-4f73-82a9-127cfd0ae395,,,,
1046,4fb1f085-20f0-4baf-bb6d-a9a285dffe90,Mercedes-Benz,E 350,23.332 €,96.850 km
1047,071513b9-f914-4b0b-9386-bf44b79b5cca,Volkswagen,Caddy,15.890 €,111.418 km
1048,e5d7a3ba-2b63-432d-832e-23bf4b277436,Mercedes-Benz,E 220,17.890 €,104.975 km
1049,cea3f2da-3c99-4102-b0c3-e48c6eff25a0,Volkswagen,Golf,12.880 €,97.860 km
1050,d4430041-b376-4196-ae5d-a82b252cd914,Volkswagen,Golf,16.490 €,103.000 km
1051,b79e1ba5-6c67-48ca-b663-208188c229e3,Volkswagen,Beetle,15.985 €,94.500 km
1052,604ee829-ea5e-4961-b69f-3d70b758b3f3,Volkswagen,Golf,16.430 €,88.000 km
1053,e5df465c-e27f-4b54-901d-b9fc03a3e71d,Volkswagen,Golf,26.990 €,99.980 km
1054,0d6d3c13-bd76-4a59-b790-5fd59d19c5da,Volkswagen,Golf,10.990 €,81.576 km
1055,02593c4b-b3c9-4d54-8d7c-daead2a409d7,Volkswagen,Golf,16.490 €,103.000 km
1056,9ebb15cc-b0fd-47eb-8fa1-06a04041748f,Volkswagen,T5 Caravelle,19.980 €,113.200 km
1057,09309a10-84df-41b2-a82a-aa65a3d8451c,Volkswagen,Golf,18.900 €,108.653 km
1058,a7535575-2ab4-4b41-a05e-b63f5c3c475a,Volkswagen,Golf,16.430 €,88.000 km
1059,4a34c206-85cd-4e51-8cb7-2422f0af81f6,Porsche,Panamera,117.800 €,19.500 km
1060,892efb4f-6bcb-420b-8b4a-9752de5f22c9,BMW,320,14.749 €,94.505 km
1061,7393b55a-1e42-4fac-a470-8b55612ff2c0,Audi,A3,16.490 €,85.051 km
1062,2b690089-3d32-4e5c-9d9d-88ae0220d381,Volkswagen,Sharan,17.000 €,114.000 km
1063,2cc5b0c8-d176-4d18-a4dd-c92ca5ca1bcc,Volkswagen,Sharan,17.000 €,114.000 km
1064,85ece410-5373-4499-8dcd-430636b3d861,Audi,A4,17.990 €,96.500 km
1065,c0525a77-a735-49bc-8cc3-f3427f40aa7c,Volkswagen,Golf,14.900 €,93.500 km
1066,3ba778cf-b8ec-4a6b-bd37-38d45bcf58e0,Volkswagen,Golf,26.990 €,99.980 km
1067,63bb8864-7921-4b49-9bbc-4ccedc1e21aa,Mercedes-Benz,E 350,23.332 €,96.850 km
1068,d43a6585-bfc6-452e-9779-0fa8f88790bc,Volkswagen,Golf,12.950 €,84.500 km
1069,f3d1bfda-ed23-4b88-bfeb-c632af2f6b80,Volkswagen,Golf,17.350 €,98.936 km
1070,7fd00269-48c1-47c0-bfe4-e42e9c7af6a0,Volkswagen,Golf,17.350 €,98.936 km
1071,323938ea-c578-4104-b580-397ec3f353bd,Volkswagen,Golf,16.430 €,88.000 km
1072,9311e0dd-368a-4d1a-8f12-ce6cce2a18fd,Ford,Transit,54.590 €,20.080 km
1073,15f2ab66-66dc-4c3d-95fd-3acac37eba19,Volkswagen,Golf,12.950 €,84.500 km
1074,d9bbe716-3358-497d-ba54-3fdc6679c154,Audi,A4,17.990 €,96.500 km
1075,38cadcb5-4c73-4672-987b-e195504f25ae,Volkswagen,Sharan,17.000 €,114.000 km
1076,c1db5261-9534-4a71-9a0e-0ebbe63dcb2f,Volkswagen,Passat Variant,17.650 €,130.000 km
1077,ed5de2de-6f61-43df-954e-a741d95129f0,Volkswagen,Golf,16.430 €,88.000 km
1078,f17bf825-4dda-43f2-9f74-49c7875496df,BMW,320,14.749 €,94.505 km
1079,b6f25467-d985-4004-b651-9b28505fd45b,Volkswagen,Passat Variant,15.000 €,100.000 km
1080,09f901dc-ad1a-44f5-911a-25ce0c83fa51,Volkswagen,Golf,17.350 €,98.936 km
1081,acec13d8-5637-43ee-ae7e-2d58de560926,Volkswagen,Passat Variant,17.980 €,92.710 km
1082,892b0548-2177-4f04-a936-7d303a55a912,Mercedes-Benz,GLA 220,29.879 €,84.848 km
1083,fad5759b-3158-488c-b577-055db7262479,BMW,320,14.749 €,94.505 km
1084,794cb189-eb5c-4e10-8bb8-1bf1f091a08e,Volkswagen,Golf,16.430 €,88.000 km
1085,8291f530-b8fd-41bc-8632-dbcd4779994e,Volkswagen,Golf,16.490 €,103.000 km
1086,5d4290aa-7141-44e7-b09c-a068a34c0d24,Volkswagen,Beetle,15.985 €,94.500 km
1087,f5c498ac-1f68-4d93-937b-778c2afdb370,Audi,A3,16.490 €,85.051 km
1088,638364d4-bcf2-4203-afcb-2a0457b6f208,Volkswagen,T5 Transporter,21.900 €,80.500 km
1089,6afc06c0-0ccc-4d42-a326-bcea8be48352,Volkswagen,Passat Variant,15.000 €,100.000 km
1090,49b70d74-b647-4d32-816b-f20cd1d255ff,Volkswagen,Golf,16.430 €,88.000 km
1091,f89c4355-425d-4d50-b7b8-b0b584925d11,Seat,Ibiza,17.980 €,16.108 km
1092,7d3b6c5c-f059-40c4-8481-944df9803524,Audi,A4,17.990 €,96.500 km
1093,f0ee5b32-ee36-40de-92b6-170db1c07b20,Volkswagen,Golf,12.950 €,84.500 km
1094,f1d2d3b0-f09e-4511-a0d6-850fb1feeeda,Volkswagen,Golf,14.888 €,91.600 km
1095,22357613-6a07-4408-b38a-063133f73473,Volkswagen,Golf,16.490 €,103.000 km
1096,4a1c4e03-8ed3-4414-852c-9df54297c868,Volkswagen,Beetle,15.985 €,94.500 km
1097,5dbebaf1-574f-4c17-898d-ad89a76079e7,Mercedes-Benz,GLA 220,29.879 €,84.848 km
1098,23b4a548-306c-466d-b796-6d8b360c5593,Volkswagen,Golf,10.990 €,81.576 km
1099,d4849ac2-bde7-464d-abb4-2e3247e95a55,BMW,530,21.990 €,91.812 km
1100,9d0fd544-25b8-4a8d-b78a-6c63b7b5423c,Volkswagen,Golf,16.430 €,88.000 km
1101,036ba458-97f9-4eff-a3c1-289e449abd47,Volkswagen,Golf,17.980 €,92.420 km
1102,5d631dcf-e8e7-435e-8b88-00d14a88d780,,,,
1103,7f6bae18-dc2b-448d-9d18-260b685cd7ab,Volkswagen,Golf,11.999 €,128.423 km
1104,85b86ace-6b27-4050-ad66-8f02a360defc,Volkswagen,Golf,10.990 €,81.576 km
1105,58f122d4-336f-4d9e-a00c-1a3b006780be,Volkswagen,Golf,10.990 €,81.576 km
1106,7ac23520-2035-4dcd-842e-ed131675f5af,Volkswagen,Golf,10.990 €,81.576 km
1107,25ec4e75-8284-431d-a994-55faeb7c557a,,,,
1108,bce4757a-6ae5-4595-a472-2ae0d841f002,,,,
1109,888cd206-6bd0-49c6-8402-c425f70cab38,Audi,A3,16.490 €,85.051 km
1110,8d55320b-3e7c-40f1-bbea-9c589d1a942e,Volkswagen,T5 Transporter,21.900 €,80.500 km
1111,332bc54f-79ab-42d8-a5cd-b434a13374dd,Volkswagen,CC,15.500 €,91.000 km
1112,cf8b0b53-6b31-436c-8b7a-5ef6dba16f32,Mercedes-Benz,E 350,23.332 €,96.850 km
1113,625cfbbb-5380-4f1d-82d9-58319ece77f2,Mercedes-Benz,E 350,23.332 €,96.850 km
1114,d8931126-e9f4-4b89-9a20-320392886b96,Volkswagen,Beetle,15.985 €,94.500 km
1115,f919522e-b6dd-4039-ab5f-c5fe4a3f5cd2,Volkswagen,Golf,16.490 €,103.000 km
1116,902c2bee-1711-40d5-ad31-926951d1e02d,Volkswagen,Caddy,15.890 €,111.418 km
1117,af5d1863-43a0-4a95-83ac-a3d4cd6c18b7,Volkswagen,Golf,14.900 €,93.500 km
1118,5b50390c-80e8-42af-920e-9b9599b9f832,Volkswagen,Golf,10.990 €,81.576 km
1119,eeea3b50-24bd-4009-b49f-087dd8dafcbf,Volkswagen,Sharan,17.000 €,114.000 km
1120,30c166da-cae7-4f29-bd61-a1c9389b439e,Audi,A4,17.990 €,96.500 km
1121,427636e2-01ef-48a4-ac98-ad649ef53348,Volkswagen,T5 Transporter,21.900 €,80.500 km
1122,afbc9bf8-80da-42fb-aefe-d759c13fa2c9,Audi,A4,17.990 €,96.500 km
1123,c1a37f34-d1d0-423f-aad6-250342a50fd4,Volkswagen,Golf,12.950 €,84.500 km
1124,5cdcac5d-34e9-4e12-bb66-149d8e4e29d1,Volkswagen,Passat Variant,15.000 €,100.000 km
1125,88ca3e6b-5902-4100-ab70-a3e99a300ac3,Mercedes-Benz,E 350,23.332 €,96.850 km
1126,2ed1f3cc-82f2-4c5c-be8a-085143bc8ed0,Volkswagen,CC,15.500 €,91.000 km
1127,ef1cbc54-3d7c-45cf-ba66-4264ca143dc7,Volkswagen,Golf,16.490 €,103.000 km
1128,527b5d97-5902-440d-a572-c8b98cbfb8ed,Volkswagen,CC,15.500 €,91.000 km
1129,a82ed0cd-046b-4b24-abfc-cd86ef33b05a,Volkswagen,Golf,16.430 €,88.000 km
1130,9338370f-93b7-4654-a6b3-de46f79e8ab6,Volkswagen,Sharan,17.000 €,114.000 km
1131,f85e8998-601d-4ac4-96f0-82d84b8e4052,Audi,A4,17.990 €,96.500 km
1132,a59b08f3-c8c4-4fb0-a1fc-8a0b85cb09fe,Volkswagen,Golf,17.980 €,92.420 km
1133,3f36bc3c-ac63-4016-b296-92243ec39387,Volkswagen,Golf,14.900 €,93.500 km
1134,7b381b1f-dbfb-41b0-9206-9129cc71e520,Volkswagen,T5 Transporter,21.900 €,80.500 km
1135,b5b97079-4d93-4813-ae80-b83ade430852,Volkswagen,Golf,17.350 €,98.936 km
1136,8bc37239-f800-482a-82b8-5c0cca4e1895,Volkswagen,Golf,26.990 €,99.980 km
1137,8c868355-d464-4fd6-a692-96bbe719a9c6,Volkswagen,Golf,26.990 €,99.980 km
1138,bf31a039-2751-4066-9862-04073df5b06a,BMW,320,14.749 €,94.505 km
1139,7d299e13-ca1e-4e46-b3e0-ccdcac2c1a3d,Audi,A6,20.800 €,92.500 km
1140,1e533cf6-202f-4fbf-8c2e-a18fc6b5e8e2,Volkswagen,T5 Transporter,21.900 €,80.500 km
1141,c07b9cdd-2fd0-4012-b944-bcb6a7c8fd3f,BMW,320,14.749 €,94.505 km
1142,1c651536-05f6-4e4e-860f-43b59f107e41,BMW,320,14.749 €,94.505 km
1143,c5ff0c4d-7a9e-4d56-be2a-aa1d405b4482,Volkswagen,Passat Variant,15.000 €,100.000 km
1144,103894b4-fff4-4c68-b0c6-fad034c3634d,Volkswagen,Beetle,15.985 €,94.500 km
1145,72949e70-ebb5-4b91-88d1-e2cd530431c0,Volkswagen,T5 Transporter,21.900 €,80.500 km
1146,b10367d3-3921-4f0b-9caa-de786f5e3590,BMW,320,14.749 €,94.505 km
1147,29e96de6-2d0a-4bfe-8026-769cc3356135,Volkswagen,Golf,21.450 €,72.500 km
1148,22ddb1c9-ec34-43cf-9709-b2a4c37365d5,Volkswagen,Golf,14.900 €,93.500 km
1149,76d5d224-1dac-4ca5-9fe5-7dbdb42b246d,Volkswagen,CC,15.500 €,91.000 km
1150,94805d23-90ea-4a43-8d25-c2d4cb30ba09,Volkswagen,T5 Transporter,21.900 €,80.500 km
1151,68966ea3-a11e-41d0-a585-5738a8a4e589,Audi,A4,17.990 €,96.500 km
1152,7687093c-f99c-43ac-b050-fb9f10e6b22f,Mercedes-Benz,E 350,23.332 €,96.850 km
1153,93836ed6-f506-47b2-8faf-39109adb7033,Volkswagen,Golf,17.350 €,98.936 km
1154,5be440c2-6bc1-47b4-8ebc-1d346b1dff68,Volkswagen,Golf,16.490 €,103.000 km
1155,749997a7-db76-42e4-8a94-5e13539606ac,BMW,530,21.990 €,91.812 km
1156,41bcca19-6eda-446a-a5a3-758230e610fc,Volkswagen,Golf,12.950 €,84.500 km
1157,fc648a68-6068-4ffd-a7d2-121e7b61da16,Volkswagen,T5 Transporter,21.900 €,80.500 km
1158,13bac77d-348c-4c70-adb0-904648d45c0c,BMW,320,14.749 €,94.505 km
1159,9bc2155f-0772-4aef-a0d8-f4f15f16e116,Volkswagen,Tiguan,15.990 €,99.980 km
1160,25832e55-550c-4daa-8e00-4d50682954e1,Volkswagen,Golf,14.900 €,93.500 km
1161,dca8c9f1-b9c6-4121-aa9f-c8d15bc4e2d8,Volkswagen,Sharan,14.990 €,90.000 km
1162,e647e73e-f4ec-44be-9bff-5b1eb4f6b9e2,Volkswagen,Beetle,15.985 €,94.500 km
1163,ae97175c-d09b-4657-964b-ffe9649455b4,Volkswagen,Golf,17.350 €,98.936 km
1164,d5d2e14b-cadd-403e-8e16-b80875a497ee,,,,
1165,dee5b75e-f244-4234-a505-3c5630ff706e,Volkswagen,Golf,15.900 €,81.000 km
1166,f53434f2-3d52-4cb5-9f77-a5ff2348df7d,Volkswagen,Golf,14.900 €,93.500 km
1167,befc9107-d974-4cfb-bf16-9d379bd02fa0,Audi,A4,17.990 €,96.500 km
1168,549093d4-2187-47da-809e-37d2fc021938,Volkswagen,Beetle,15.985 €,94.500 km
1169,539eeb43-af98-4feb-9648-0de659d530dd,BMW,320,14.749 €,94.505 km
1170,b979503c-9f16-43a9-9e2b-bdf5778e4369,BMW,530,21.990 €,91.812 km
1171,e26789f8-9e01-4ee6-a18f-cd99891f3f37,Volkswagen,Touran,15.999 €,61.000 km
1172,e9e70aec-7fdd-4701-9dc2-aec8c21d4262,Audi,A4,17.990 €,96.500 km
1173,3cd4e014-0153-4248-8049-cc1084f7f778,Mercedes-Benz,GLA 220,29.879 €,84.848 km
1174,d6f44182-05a3-4bf7-b312-f14da199c8ab,,,,
1175,1bcd58b6-fee9-4b83-817a-6e8f37dbf98e,Volkswagen,Golf,17.350 €,98.936 km
1176,3f26be31-e71d-4eeb-bdcb-dd0203f5cda3,Volvo,XC60,54.490 €,13.400 km
1177,e5205227-9f39-4133-9274-f2b1ffaf3f45,Volkswagen,CC,15.500 €,91.000 km
1178,a2cb0422-17a2-431a-958c-dceb7f9e7550,,,,
1179,b33bdbe5-18b7-426e-ae67-41495e8f57b8,BMW,320,14.749 €,94.505 km
1180,83eaa97b-33b7-4f0f-9c60-2bb17a48ceef,Mercedes-Benz,GLA 220,29.879 €,84.848 km
1181,8d80d5d7-b4b4-4fb4-ac88-b19e850dbe37,Volkswagen,Beetle,15.985 €,94.500 km
1182,65ae7d92-32f6-4165-bd68-732e32585ea9,Volkswagen,Golf,16.490 €,103.000 km
1183,e9644e56-cce8-42c2-a774-30af69a1ebee,BMW,320,14.749 €,94.505 km
1184,8c391ec8-781a-49d2-bb54-1a739189a3dd,BMW,320,14.749 €,94.505 km
1185,72a2d4ff-1a17-407c-8c07-e249a4f81f82,BMW,530,21.990 €,91.812 km
1186,511ed1ad-905e-47e1-a5d3-39b2e77c140f,Volkswagen,Golf,17.980 €,92.420 km
1187,228536a1-940f-42de-bdd7-b35a7ea56174,Volkswagen,Golf,17.350 €,98.936 km
1188,343c30aa-92b1-43a4-86f2-28d1bc0b621e,Mercedes-Benz,E 350,23.332 €,96.850 km
1189,aa3fb285-49df-48f2-93aa-9e8b35fdf7a4,Mercedes-Benz,GLA 220,29.879 €,84.848 km
1190,d9b4eb95-275c-4958-9a39-b13dd7c8ee29,Volkswagen,Golf,14.900 €,93.500 km
1191,2008b4a0-fd22-482c-abd2-d0eb1a54d3d8,Volkswagen,Golf,16.430 €,88.000 km
1192,cc4d05fe-a740-4e3d-a46b-440964460aa8,Volkswagen,Golf,10.990 €,81.576 km
1193,782b583d-fc16-4f6f-bf66-fca373b4411c,Volkswagen,Beetle,15.985 €,94.500 km
1194,42d12fc6-5913-4a0f-a290-8d534f8ee2f0,Volkswagen,Golf,14.930 €,95.195 km
1195,5ce64804-e706-4b6c-898a-267dbb993e3d,Mercedes-Benz,GLA 220,29.879 €,84.848 km
1196,fcbb534e-f7f5-4572-af05-10134b636914,Audi,A3,16.490 €,85.051 km
1197,7cee7eb7-a3ec-4057-bc5d-fb364d03996b,Mercedes-Benz,E 350,23.332 €,96.850 km
1198,00ca0fd1-0576-4393-8919-1e976130d8df,Volkswagen,Golf,14.900 €,93.500 km
1199,0a6ccda5-898e-4dec-9996-37e85e0bf6d2,Volkswagen,Caddy,15.890 €,111.418 km
1200,2440976f-ca58-45bf-a940-04f0091747e4,BMW,530,21.990 €,91.812 km
1201,51dffdbe-e1f2-443a-a55e-75cd85ec9687,Volkswagen,Golf,16.990 €,91.893 km
1202,e3637021-e1eb-4f26-aaf8-4ed538b0eb15,Volkswagen,Golf,12.950 €,84.500 km
1203,fd7c9ceb-1d7c-4bad-8bf1-298f355e1d7d,Volkswagen,CC,15.500 €,91.000 km
1204,53671cd7-4171-482e-929e-a395a92d0036,Audi,A4,17.990 €,96.500 km
1205,14e718ea-afb6-4a25-8866-dc6a3e9ceab2,Volkswagen,Golf,26.990 €,99.980 km
1206,836ce4cf-1d05-4305-b8b4-2f7dacf9773b,Volkswagen,Passat Variant,15.000 €,100.000 km
1207,9ff32a45-41ce-4d64-a8f5-89e6fb54bca9,Mercedes-Benz,E 350,23.332 €,96.850 km
1208,952fd088-7c36-4478-ab5a-00e11439811c,Volkswagen,Golf,11.990 €,92.500 km
1209,c6873b63-cd10-4e2f-813f-cfc212047306,Volkswagen,Golf,10.990 €,81.576 km
1210,2aecc108-3298-4987-91ea-a28a535cb704,Volkswagen,CC,15.500 €,91.000 km
1211,d2892d2a-66fa-41a3-b001-82c5e71e920e,BMW,530,21.990 €,91.812 km
1212,51a1236f-4434-4239-9e60-c2e3113d7b9b,Volkswagen,T5 Transporter,21.900 €,80.500 km
1213,1fbf9529-fe7a-449a-8429-0e142e2391fb,Volkswagen,Caddy,15.890 €,111.418 km
1214,323567d7-7d79-4df9-adb8-7dbb4c9b6086,Volkswagen,Golf,14.900 €,93.500 km
1215,85f59fa2-4855-440c-87f7-0f86e49b064e,Mercedes-Benz,E 350,23.332 €,96.850 km
1216,f10d9c10-be1c-4396-a48b-c8c5cf557a96,Volkswagen,Golf,26.990 €,99.980 km
1217,c38b172f-b841-4f88-a851-3d8231b0c221,Volkswagen,Golf,26.990 €,99.980 km
1218,d075cc76-2675-403f-9b37-4192c2dc8f60,Audi,A3,16.490 €,85.051 km
1219,aa23556a-de54-4be2-8748-ee27714b653a,Volkswagen,Golf,16.490 €,103.000 km
1220,dadd7463-6e18-4826-ac0c-9b87077302fb,Volkswagen,Golf,10.990 €,81.576 km
1221,73b9a5de-971e-4977-8d62-734a8435e332,Audi,A3,16.490 €,85.051 km
1222,946cff3c-be62-4c4c-b2e2-a111c10eb0a1,Volkswagen,Golf,17.950 €,70.150 km
1223,3705e48f-0e68-417f-a4a2-d0c8f668876a,BMW,320,14.749 €,94.505 km
1224,54413675-3233-47d0-b98f-0505ae928546,Audi,A4,17.990 €,96.500 km
1225,6bed4ef4-e7fa-41a1-aeb8-9e01aad2d4b6,Volkswagen,Sharan,17.000 €,114.000 km
1226,a4797700-c539-4ede-bbf4-c65eb362785e,Volkswagen,Golf,14.900 €,93.500 km
1227,4391d01c-74f9-481c-bd14-1effd73ec85b,Volkswagen,T5 Transporter,21.900 €,80.500 km
1228,3a493fcd-49f4-49fe-b3df-ed86146301b5,Volkswagen,Golf,26.990 €,99.980 km
1229,ffef855c-d6a2-4e99-aad6-5c745e0b3b80,Volkswagen,Beetle,15.985 €,94.500 km
1230,cb92d13e-7b47-4a9b-91ef-8fb3f89f7f73,Volkswagen,Beetle,15.985 €,94.500 km
1231,5fe861f0-bdee-4385-bebe-29071f7df075,Mercedes-Benz,GLA 220,29.879 €,84.848 km
1232,c0fd1091-461c-4531-8d86-0ffa68f053ba,Volkswagen,Sharan,17.000 €,114.000 km
1233,e5b16844-1c5a-4572-aa08-ac26e4318aaa,BMW,320,14.749 €,94.505 km
1234,fdf00300-27c7-47ed-b19e-2be32eade206,Volkswagen,Golf,17.980 €,92.420 km
1235,cb7dbdc9-cda7-435d-8c20-bf92d74f0ddd,Volkswagen,Golf,17.980 €,92.420 km
1236,010714df-1bb8-4007-8512-f874d2b3e528,Volkswagen,Golf,10.990 €,81.576 km
1237,3b825b7a-ecc8-4420-a463-5e8005e4d3b2,Mercedes-Benz,E 350,23.332 €,96.850 km
1238,72eb6098-434b-444c-89d8-bc1cfae05c9c,Mercedes-Benz,GLA 220,29.879 €,84.848 km
1239,68b51dbf-38a3-415a-a3d2-38856d2762a2,Audi,A3,16.490 €,85.051 km
1240,27e316c0-6f81-4c70-856c-43dab5777db8,Mercedes-Benz,GLA 220,29.879 €,84.848 km
1241,62b09e93-955e-46e1-bddc-8beb1ce7feec,Volkswagen,Passat Variant,15.000 €,100.000 km
1242,98bf708d-54d2-42b3-9aed-e7fb37080402,BMW,530,21.990 €,91.812 km
1243,de47a6cc-4671-4eb1-85a4-a4e656540915,Volkswagen,Beetle,15.985 €,94.500 km
1244,8a6daeee-1d30-4884-8a12-7ec2dbb7c4e3,Volkswagen,Golf,12.950 €,84.500 km
1245,4ec405ef-74c1-45c0-91b4-3edd4b8486a4,Volkswagen,Golf,16.490 €,103.000 km
1246,3c16646d-ce02-4dd5-8ec5-a87a403b36e4,Volkswagen,Golf,16.490 €,103.000 km
1247,1db93a35-fb2f-478c-a384-6e3e934ef97e,BMW,530,21.990 €,91.812 km
1248,dcd0605a-873d-4b2b-8410-e15aa2965b28,Volkswagen,Beetle,15.985 €,94.500 km
1249,bdda71c3-5e69-4983-b49a-8a5bbcc8c93d,BMW,530,21.990 €,91.812 km
1250,05dcb7c6-a02f-4804-8a69-d851828938d2,Volkswagen,Golf,12.950 €,84.500 km
1251,dc2168d2-fa09-46f6-8d84-94b28cf77af4,Volkswagen,T5 Transporter,21.900 €,80.500 km
1252,df382d38-fb31-4a82-97b5-b57735fd1ba4,Mercedes-Benz,GLA 220,29.879 €,84.848 km
1253,4def2194-ac05-4f49-a52c-595a00d98c46,Volkswagen,Beetle,15.985 €,94.500 km
1254,8934bf2b-cea3-4bc9-9a0f-81b4f36d74b2,Volkswagen,Passat Variant,15.000 €,100.000 km
1255,a29f76c1-d95a-4dc3-8d43-2390a4b6f0a5,BMW,320,14.749 €,94.505 km
1256,c6d2a15a-9b4f-4e78-ae32-619a3c0f3684,Volkswagen,Passat Variant,15.000 €,100.000 km
1257,95284afc-63d9-4c1c-a06a-00e21305fa8d,Volkswagen,Passat Variant,15.000 €,100.000 km
1258,38f2c99d-7b53-43a6-b9c4-b28133fefa37,Volkswagen,Golf,26.990 €,99.980 km
1259,be21e1c9-8c99-41f1-a8cc-691be8e5760c,Volkswagen,Caddy,15.890 €,111.418 km
1260,8b3aefab-00c2-4824-ad31-ad085212c52d,BMW,545,80.090 €,0 km
1261,1639460e-a722-4f1f-ba0d-663c9c1de024,Opel,Crossland (X),23.180 €,0 km
1262,d7333460-3804-4158-91c8-d22f0a778638,Volkswagen,T5 Transporter,21.900 €,80.500 km
1263,d30c7cc3-25bb-4f37-a332-f8ee10a297c5,Volkswagen,Beetle,15.985 €,94.500 km
1264,61e0d3f5-e04a-4907-b961-55ec20b6209e,BMW,320,14.749 €,94.505 km
1265,6384ea93-641e-4ae8-9cc6-452f01b0f1e4,,,,
1266,fb592abf-edb9-4a15-8970-094c2344ef77,Volkswagen,Beetle,15.985 €,94.500 km
