,car_id,erstzulassung,kraftstoffart,getriebe,leistung,hubraum,farbe
0,d01f7c7c-1e51-456f-9405-87559094d6b7,02/2016,Diesel,Automatik,110 kW (150 PS),1.968 cm³,Grau Metallic
1,db065eed-b9be-4e2a-b41e-71458ac77c14,11/2011,Diesel,Automatik,135 kW (184 PS),1.995 cm³,Schwarz Metallic
2,d1fba947-f23b-4a0a-a828-5aee99f8ba7d,01/2011,Diesel,Schaltgetriebe,81 kW (110 PS),1.968 cm³,Schwarz Metallic
3,0cdcdc1b-b435-48bd-8466-4077d4688446,07/2013,Benzin,Schaltgetriebe,90 kW (122 PS),1.390 cm³,Grau Metallic
4,065de1fc-a6b8-41ce-a308-a2fe546262f2,04/2017,Diesel,Automatik,130 kW (177 PS),2.143 cm³,Schwarz Metallic
5,91874efc-62a0-4db1-8448-14fdb4598592,02/2014,Benzin,Schaltgetriebe,162 kW (220 PS),1.984 cm³,Weiß Metallic
6,db9916e7-25d6-4f40-9985-fa9e0c7295c4,04/2017,Diesel,Automatik,130 kW (177 PS),2.143 cm³,Schwarz Metallic
7,a32f6cd8-69d1-4798-8eef-bdc6ab91db7f,03/2012,Diesel,Automatik,190 kW (258 PS),2.993 cm³,Blau Metallic
8,3413fb43-03ac-42c8-ae64-700d91d89d65,08/2010,"Benzin, E10-geeignet",Schaltgetriebe,75 kW (102 PS),1.568 cm³,Rot Metallic
9,88f3948a-354b-46a7-ba56-0a0cb95bc1ac,09/2010,Diesel,Schaltgetriebe,77 kW (105 PS),1.896 cm³,Grau Metallic
10,b2f3d779-bc49-42ad-b706-573c2b27ce0f,06/2012,Diesel,Automatik,125 kW (170 PS),1.968 cm³,Silber Metallic
11,654c08ba-9698-4951-9081-6bfb0e879b27,02/2015,Benzin,Automatik,221 kW (300 PS),1.984 cm³,Blau Metallic
12,988410cc-903d-4b22-8d61-726c7461352f,06/2012,Diesel,Automatik,125 kW (170 PS),1.968 cm³,Silber Metallic
13,fadf08ec-f474-4d47-9412-e2ad7ec0621a,03/2012,Diesel,Automatik,190 kW (258 PS),2.993 cm³,Blau Metallic
14,dc245d34-4e2e-4b59-ba84-ea2d9b31a8f8,05/2013,Benzin,Automatik,195 kW (265 PS),1.984 cm³,Blau Metallic
15,a284ab83-1591-4482-958a-70837a7bca6a,02/2014,Benzin,Schaltgetriebe,162 kW (220 PS),1.984 cm³,Weiß Metallic
16,e99ee87b-8ba6-4e7e-9af9-bd3824ff164d,01/2013,Diesel,Automatik,185 kW (252 PS),2.987 cm³,Silber Metallic
17,336161bb-4329-4581-acf5-253c394f502b,09/2013,Diesel,Schaltgetriebe,103 kW (140 PS),1.968 cm³,Weiß
18,32dd5f1f-ce13-4ea1-b67e-7bbc319dd24b,06/2012,Diesel,Automatik,125 kW (170 PS),1.968 cm³,Silber Metallic
19,161f4b06-100e-423e-904f-129e6d3fed82,03/2013,Benzin,Schaltgetriebe,118 kW (160 PS),1.390 cm³,Weiß
20,88cbe874-b670-4e76-893d-a9bf4c20fddb,11/2014,Benzin,Schaltgetriebe,110 kW (150 PS),1.395 cm³,Schwarz Metallic
21,98943272-5a35-486e-a05c-25f40bc5baca,01/2021,Diesel,Automatik,147 kW (200 PS),1.968 cm³,Silber Metallic
22,db49934d-d19f-42c9-8ce9-293e7aaf0247,01/2013,Diesel,Automatik,185 kW (252 PS),2.987 cm³,Silber Metallic
23,fe854b01-7b9c-472e-8452-86e911142619,04/2016,Diesel,Automatik,110 kW (150 PS),1.968 cm³,Weiß
24,c63da6fb-df71-49ed-aeef-9aed9487aee2,,,,,,
25,02233593-3971-4a8c-b672-402c27c33567,04/2016,Diesel,Automatik,110 kW (150 PS),1.968 cm³,Weiß
26,671e5b2f-fdc5-4c6a-bb79-9318f5b97114,03/2013,Benzin,Schaltgetriebe,118 kW (160 PS),1.390 cm³,Weiß
27,f814ec13-919f-4295-86c6-a709fa399687,03/2012,Diesel,Automatik,190 kW (258 PS),2.993 cm³,Blau Metallic
28,28b47e41-2639-41bc-be5c-b5d8f26d223a,04/2011,Benzin,Schaltgetriebe,77 kW (105 PS),1.197 cm³,Silber Metallic
29,2149776f-5da5-4d78-b384-0a7798670cbc,04/2010,Diesel,Automatik,125 kW (170 PS),1.968 cm³,Braun Metallic
30,5cea67be-b396-45e5-b166-cf10fa76e6e4,02/2014,Benzin,Schaltgetriebe,162 kW (220 PS),1.984 cm³,Weiß Metallic
31,2ec1d23c-64d2-49c6-89b0-ef46385612c7,11/2014,Benzin,Schaltgetriebe,110 kW (150 PS),1.395 cm³,Schwarz Metallic
32,62f7521c-982a-4c00-9639-5575de32f180,09/2013,Diesel,Schaltgetriebe,103 kW (140 PS),1.968 cm³,Weiß
33,8fce6888-09fd-43b7-9932-33f821ef9e7a,09/2014,"Benzin, E10-geeignet",Schaltgetriebe,103 kW (140 PS),1.395 cm³,Grau Metallic
34,11000a32-7847-4f3c-a7b7-13b2908ba8fe,05/2012,Diesel,Schaltgetriebe,103 kW (140 PS),1.968 cm³,Silber Metallic
35,02b61a70-5d0e-4f8d-b7ee-b780ce0a6552,09/2013,Benzin,Automatik,90 kW (122 PS),1.395 cm³,Blau Metallic
36,8b5b34ff-92e3-4543-aea5-acd7aad74d3a,04/2010,Diesel,Automatik,125 kW (170 PS),1.968 cm³,Braun Metallic
37,66b9fd1d-db83-4c92-8645-9f310b6ace4b,09/2013,Diesel,Schaltgetriebe,103 kW (140 PS),1.968 cm³,Weiß
38,9a1212ac-4053-4d67-bad7-c338d92cc8dc,06/2012,Diesel,Automatik,125 kW (170 PS),1.968 cm³,Silber Metallic
39,61fdad87-446b-4af6-8185-d7bd7fac469d,05/2012,Diesel,Schaltgetriebe,103 kW (140 PS),1.968 cm³,Silber Metallic
40,08fb9ccf-e82a-4c67-b3ad-a1dca1abc125,04/2016,Diesel,Automatik,110 kW (150 PS),1.968 cm³,Weiß
41,0b419ca1-c157-4872-a86a-530ebed9bcf8,04/2021,Diesel,Automatik,210 kW (286 PS),2.967 cm³,Schwarz Metallic
42,540dfd6b-3e62-4090-a79e-c1824f0a96f8,02/2014,Benzin,Schaltgetriebe,162 kW (220 PS),1.984 cm³,Weiß Metallic
43,c498494e-376f-496e-b3f1-40611017a0ec,04/2014,Benzin,Schaltgetriebe,110 kW (150 PS),1.596 cm³,Weiß
44,1554600b-92e4-43aa-958d-7d656951656a,02/2015,Benzin,Automatik,221 kW (300 PS),1.984 cm³,Blau Metallic
45,4c25f85d-4643-4102-bf48-d757e4828189,01/2015,Benzin,Automatik,92 kW (125 PS),1.395 cm³,Grau Metallic
46,de0de0b6-079a-41a4-8652-28d8a6220bf6,03/2014,Benzin,Schaltgetriebe,77 kW (105 PS),1.197 cm³,Schwarz Metallic
47,615abab4-156e-4cf4-b951-893b3d5ffbaf,07/2013,Benzin,Automatik,165 kW (224 PS),1.984 cm³,Rot Metallic
48,6e76b0fc-a631-4c67-b5c7-13ae074b9091,02/2016,Diesel,Automatik,110 kW (150 PS),1.968 cm³,Grau Metallic
49,f3b04852-26e2-4b98-8ed4-06f69e09f256,05/2012,Diesel,Schaltgetriebe,103 kW (140 PS),1.968 cm³,Silber Metallic
50,8786cfa1-06b0-4a16-b379-b55139dd0b44,07/2013,Benzin,Automatik,165 kW (224 PS),1.984 cm³,Rot Metallic
51,d3b99812-719a-4cdf-9f9f-f6bd5cb62e9d,09/2014,Benzin,Automatik,110 kW (150 PS),1.395 cm³,Grau Metallic
52,4632d772-9acf-4437-b2e4-93017138341a,,,,,,
53,9f94621a-dabb-414d-8953-6f8612205609,02/2016,Diesel,Automatik,110 kW (150 PS),1.968 cm³,Grau Metallic
54,11cf7d5d-aaf0-400c-9688-47a324bc83a8,01/2011,Diesel,Schaltgetriebe,81 kW (110 PS),1.968 cm³,Schwarz Metallic
55,b9b44095-2f80-4f61-9f5d-7f6e59632f03,03/2013,Benzin,Schaltgetriebe,118 kW (160 PS),1.390 cm³,Weiß
56,28c7cf31-861c-4d27-8afc-7db24f280bb0,09/2013,Diesel,Schaltgetriebe,103 kW (140 PS),1.968 cm³,Weiß
57,a58f2015-7759-47a2-8022-97203eed2938,02/2016,Diesel,Automatik,110 kW (150 PS),1.968 cm³,Grau Metallic
58,b669fe82-c262-48ca-83b0-d7d1e1a0d62f,03/2013,Diesel,Schaltgetriebe,103 kW (140 PS),1.968 cm³,Schwarz Metallic
59,2b86e652-e0d4-43e6-b47e-59f4df1bba92,02/2014,Benzin,Schaltgetriebe,162 kW (220 PS),1.984 cm³,Weiß Metallic
60,34a669e5-8e87-4568-9561-d74cb378887a,04/2017,Diesel,Automatik,130 kW (177 PS),2.143 cm³,Schwarz Metallic
61,40ea348a-94f0-4301-ae2a-5392089cfc33,07/2013,Benzin,Automatik,165 kW (224 PS),1.984 cm³,Rot Metallic
62,d0604b74-0e0b-426a-aa20-92a79f180479,02/2015,Benzin,Automatik,221 kW (300 PS),1.984 cm³,Blau Metallic
63,63bb8864-7921-4b49-9bbc-4ccedc1e21aa,01/2013,Diesel,Automatik,185 kW (252 PS),2.987 cm³,Silber Metallic
64,28101aca-b1db-4ff2-9937-b2a30a214d87,03/2013,Diesel,Schaltgetriebe,103 kW (140 PS),1.968 cm³,Schwarz Metallic
65,0ff7d9a9-02c6-4a18-bd49-6938d08f95f3,02/2016,Diesel,Automatik,110 kW (150 PS),1.968 cm³,Grau Metallic
66,c171b114-b1f5-4806-856d-1b8b94289ffc,02/2015,Benzin,Automatik,221 kW (300 PS),1.984 cm³,Blau Metallic
67,79c009aa-21fb-4265-8513-cc089b3c04ab,11/2014,Benzin,Automatik,162 kW (220 PS),1.984 cm³,Schwarz Metallic
68,03626ba5-bcac-4445-8103-fac477bfba22,09/2013,Benzin,Automatik,90 kW (122 PS),1.395 cm³,Blau Metallic
69,12aa4b94-ef96-4157-82af-7adf0ca6127c,03/2013,Benzin,Schaltgetriebe,118 kW (160 PS),1.390 cm³,Weiß
70,3e8e3f6e-5ba0-448e-8d2b-98bcd2fda9ea,01/2011,Diesel,Schaltgetriebe,81 kW (110 PS),1.968 cm³,Schwarz Metallic
71,beb70fc3-d0a5-47dd-b7b7-e9c195221b00,02/2015,Benzin,Automatik,221 kW (300 PS),1.984 cm³,Blau Metallic
72,1404fe0f-77ba-45f8-b022-1b1e710e2002,03/2013,Benzin,Schaltgetriebe,118 kW (160 PS),1.390 cm³,Weiß
73,6c3edef9-e5f0-448e-968d-144da184dd72,03/2013,Diesel,Schaltgetriebe,103 kW (140 PS),1.968 cm³,Schwarz Metallic
74,2dcdba1f-28f1-4e1d-81c7-06efe33a4b0c,04/2014,Benzin,Automatik,155 kW (211 PS),1.984 cm³,Weiß Metallic
75,a0d3cf7a-3abc-4e6f-b472-d67d641e7065,04/2017,Diesel,Automatik,130 kW (177 PS),2.143 cm³,Schwarz Metallic
76,76c78098-cdd1-42c3-9d42-302c26d3b6a2,05/2012,Diesel,Schaltgetriebe,103 kW (140 PS),1.968 cm³,Silber Metallic
77,19569abb-bf6b-4a29-b95f-2c8cc60cca08,05/2015,Diesel,Automatik,150 kW (204 PS),2.143 cm³,Weiß Metallic
78,40f74c9c-98a1-41c3-99b6-ec7809dab4cb,04/2010,Diesel,Automatik,125 kW (170 PS),1.968 cm³,Braun Metallic
79,ffbd8cfb-3e49-441c-b395-0a6da0612627,04/2017,Diesel,Automatik,130 kW (177 PS),2.143 cm³,Schwarz Metallic
80,9f3a4e1b-3f2f-44fa-a3d6-0dbfe7f438b1,01/2013,Diesel,Automatik,185 kW (252 PS),2.987 cm³,Silber Metallic
81,d5690a25-d7e9-453c-beea-1a1364ffb664,11/2014,Benzin,Schaltgetriebe,110 kW (150 PS),1.395 cm³,Schwarz Metallic
82,6a25f671-073b-47a7-ad58-8e40ececd4bc,04/2017,Diesel,Automatik,130 kW (177 PS),2.143 cm³,Schwarz Metallic
83,e6913d0b-7a0e-4a85-b33c-d1738ca442b3,01/2016,Diesel,Schaltgetriebe,110 kW (150 PS),1.968 cm³,Grau
84,db115788-a67f-412d-8128-a7618d512bf5,02/2014,Benzin,Schaltgetriebe,162 kW (220 PS),1.984 cm³,Weiß Metallic
85,a3051fab-35a3-474e-82a2-4647960aeeb8,01/2013,Diesel,Automatik,185 kW (252 PS),2.987 cm³,Silber Metallic
86,d0b942ee-c231-4a73-877e-d44da6a521f1,11/2020,Diesel,Automatik,110 kW (150 PS),1.968 cm³,Grau Metallic
87,f63ab2f8-3add-4cad-9962-e85d5c8c845e,11/2011,Diesel,Automatik,135 kW (184 PS),1.995 cm³,Schwarz Metallic
88,9d3ad499-7db9-4e14-866a-6d29ea3e85c3,01/2013,Diesel,Automatik,185 kW (252 PS),2.987 cm³,Silber Metallic
89,463d93c2-70f7-486d-9f24-c31a1eb5d43f,09/2013,Benzin,Automatik,90 kW (122 PS),1.395 cm³,Blau Metallic
90,0e307948-378a-47aa-922b-474f585f9d46,07/2013,Benzin,Automatik,165 kW (224 PS),1.984 cm³,Rot Metallic
91,4556064e-588c-4714-a1b7-9bc841056b7b,11/2014,Benzin,Schaltgetriebe,110 kW (150 PS),1.395 cm³,Schwarz Metallic
92,d9ab932f-2a9d-4548-a285-009bc7fadd21,01/2014,Benzin,Automatik,132 kW (179 PS),1.798 cm³,Schwarz
93,55712004-3ea7-436f-a350-fffffe6f9553,03/2013,Benzin,Schaltgetriebe,118 kW (160 PS),1.390 cm³,Weiß
94,cb9f20b6-cfaa-4aac-8bbe-7c2af17c2633,09/2013,Benzin,Automatik,90 kW (122 PS),1.395 cm³,Blau Metallic
95,b15f4912-bd61-43a9-afab-c4e48bbe0b78,02/2012,Benzin,Automatik,185 kW (252 PS),3.498 cm³,Silber Metallic
96,f0f70df9-81f4-45f3-9c82-c6d9424f3fcf,08/1979,Benzin,Schaltgetriebe,115 kW (156 PS),3.474 cm³,Blau
97,0d8b6280-8b7e-49d9-8b08-bbb74945c11e,11/2014,Benzin,Schaltgetriebe,110 kW (150 PS),1.395 cm³,Schwarz Metallic
98,ad0d7e31-cdb1-4b1d-b0f1-75d9bd3b6c99,09/2013,Diesel,Schaltgetriebe,103 kW (140 PS),1.968 cm³,Weiß
99,79520c42-bcf3-4e8e-96ed-28c73dfb4027,2013/07,Benzin,Schaltgetriebe,90 kW (122 PS),1.390 cm³,Grau Metallic
100,44f551a4-8113-4cc5-9db8-0c4aff52da01,02/2015,Benzin,Automatik,169 kW (230 PS),1.984 cm³,Schwarz Metallic
101,64085ba0-dc62-451e-88e1-27cf4027344a,09/2013,Benzin,Automatik,90 kW (122 PS),1.395 cm³,Blau Metallic
102,eda5c3cd-1672-4676-959f-3e07cf8b03de,07/2013,Benzin,Automatik,169 kW (230 PS),1.984 cm³,Schwarz Metallic
103,67e360bb-e52b-433d-ab89-56c1c8baa779,04/2016,Diesel,Automatik,110 kW (150 PS),1.968 cm³,Weiß
104,ad2f92e4-b26c-4b97-9b40-4ec54ac48f2d,02/2016,Diesel,Automatik,110 kW (150 PS),1.968 cm³,Grau Metallic
105,8ceded76-595f-4164-a492-945dd68e0bd1,,Elektro,Automatik,216 kW (294 PS),,Schwarz
106,60b6f262-3d72-4b7c-b876-c181e4aa0d66,,,,,,
107,546f6af7-8513-4991-8bb5-731c161797ec,04/2010,Diesel,Automatik,125 kW (170 PS),1.968 cm³,Braun Metallic
108,2d553036-a12b-4ce4-a09f-854189d098bd,07/2013,Benzin,Automatik,165 kW (224 PS),1.984 cm³,Rot Metallic
109,9a7b1e84-5b50-4495-833c-ef7b0738c082,04/2010,Diesel,Automatik,125 kW (170 PS),1.968 cm³,Braun Metallic
110,7e9da5f7-b58f-4d01-be12-a9d7bcc2d0a8,10/2014,Benzin,Automatik,103 kW (140 PS),1.395 cm³,Blau Metallic
111,495d6337-dc10-4671-8d14-8a66afd83414,07/2013,Benzin,Schaltgetriebe,90 kW (122 PS),1.390 cm³,Grau Metallic
112,819f975f-baf9-4f38-9c32-3eaaceb0e4dc,06/2012,Diesel,Automatik,125 kW (170 PS),1.968 cm³,Silber Metallic
113,c65b558b-2121-4f93-b6f4-0d2295d801f4,02/2016,Diesel,Automatik,110 kW (150 PS),1.968 cm³,Grau Metallic
114,c2883a42-baed-4473-9dac-44444c3694ed,05/2012,Diesel,Schaltgetriebe,103 kW (140 PS),1.968 cm³,Silber Metallic
115,461e7f16-3620-448c-8846-55a3aeca45c7,05/2012,Diesel,Schaltgetriebe,103 kW (140 PS),1.968 cm³,Silber Metallic
116,eade809a-298e-45d5-964b-98119c90b47f,04/2010,Diesel,Automatik,125 kW (170 PS),1.968 cm³,Braun Metallic
117,1ee51d60-564a-415c-bd2d-01de26656f22,02/2016,Diesel,Automatik,110 kW (150 PS),1.968 cm³,Grau Metallic
118,28460963-5fb0-43b3-ab0e-61faaabf8cc9,03/2013,Benzin,Schaltgetriebe,118 kW (160 PS),1.390 cm³,Weiß
119,473fef8d-bd4f-442b-970f-04f370f3d264,02/2014,Benzin,Schaltgetriebe,162 kW (220 PS),1.984 cm³,Weiß Metallic
120,4596c6df-9270-4952-8e94-0bb4e80b4421,03/2013,Benzin,Schaltgetriebe,118 kW (160 PS),1.390 cm³,Weiß
121,aa0e9a98-086f-4b28-9e37-099284e2574a,09/2013,Benzin,Automatik,90 kW (122 PS),1.395 cm³,Blau Metallic
122,5d31c227-61d0-405f-a31b-7c47427e4067,11/2015,Diesel,Automatik,110 kW (150 PS),1.968 cm³,Schwarz Metallic
123,f419266d-af83-4302-87a5-f8f981a81818,11/2014,Benzin,Schaltgetriebe,110 kW (150 PS),1.395 cm³,Schwarz Metallic
124,c3f9d20a-ebd7-4259-a46f-0bd317b4b3c3,09/2013,Diesel,Schaltgetriebe,103 kW (140 PS),1.968 cm³,Weiß
125,3a84836d-a693-4616-a138-8c5ca67eb4c7,07/2013,Benzin,Schaltgetriebe,90 kW (122 PS),1.390 cm³,Grau Metallic
126,be5222b4-5b09-403f-bb61-ea54b920a95a,01/2013,Diesel,Automatik,185 kW (252 PS),2.987 cm³,Silber Metallic
127,96391a81-31d6-49e1-8361-be66f4e2a90e,01/2011,Diesel,Schaltgetriebe,81 kW (110 PS),1.968 cm³,Schwarz Metallic
128,e5f87f58-d090-4945-b6f1-9b388dafb2cf,03/2012,Diesel,Automatik,190 kW (258 PS),2.993 cm³,Blau Metallic
129,e8dfcd79-5187-4e8f-835f-88f70cfeb700,01/2011,Diesel,Schaltgetriebe,81 kW (110 PS),1.968 cm³,Schwarz Metallic
130,13c47543-128f-4316-85c4-d98fdc227498,,,,,,
131,e81563a0-13f2-4339-811a-87cfa900afe9,04/2016,Diesel,Automatik,110 kW (150 PS),1.968 cm³,Weiß
132,0965ddbb-3708-4082-b809-d2e7d7d14936,11/2014,Benzin,Schaltgetriebe,110 kW (150 PS),1.395 cm³,Schwarz Metallic
133,0a14b044-7d64-4773-b1f7-feb2c60110c1,11/2014,Benzin,Schaltgetriebe,110 kW (150 PS),1.395 cm³,Schwarz Metallic
134,146eb3bc-808e-4be8-9e46-08c2918972eb,09/2013,Benzin,Automatik,90 kW (122 PS),1.395 cm³,Blau Metallic
135,b253b919-7e10-4f64-9443-189ced25f3c0,09/2013,Benzin,Automatik,90 kW (122 PS),1.395 cm³,Blau Metallic
136,03ad36c8-080e-4a75-9408-6e3ea8e85a51,07/2013,Benzin,Schaltgetriebe,90 kW (122 PS),1.390 cm³,Grau Metallic
137,dc60eb9d-7ee8-4b9b-a49f-3d1cdbd23bee,03/2021,Benzin,Automatik,110 kW (150 PS),1.498 cm³,Rot Metallic
138,e5dbcc90-5e58-4c13-9308-489a483cbe43,03/2015,Benzin,Schaltgetriebe,92 kW (125 PS),1.395 cm³,Schwarz Metallic
139,4af77753-fcf9-468d-afaa-505e26d21b92,02/2016,Diesel,Automatik,110 kW (150 PS),1.968 cm³,Grau Metallic
140,9a2c6744-f35f-4ad8-bee8-94482540f936,12/2016,Diesel,Automatik,130 kW (177 PS),2.143 cm³,Rot
141,0c90bc7c-bd07-4dfb-b977-51dce0821146,05/2012,Diesel,Schaltgetriebe,103 kW (140 PS),1.968 cm³,Silber Metallic
142,bcd9f019-d719-4664-ab78-3473b6376ea5,,,,,,
143,8deb07f4-7b13-42a1-84d3-9f4cec2a96b4,04/2017,Diesel,Automatik,130 kW (177 PS),2.143 cm³,Schwarz Metallic
144,bff9dbd0-93d7-4ebf-9535-58c0e7ad0db7,03/2013,Diesel,Schaltgetriebe,103 kW (140 PS),1.968 cm³,Schwarz Metallic
145,c1f0c3b4-232a-4fda-b679-a21aa904e4f3,09/2013,Benzin,Automatik,90 kW (122 PS),1.395 cm³,Blau Metallic
146,23cf1426-7321-44c5-a0c9-fb0382936013,04/2016,Diesel,Automatik,110 kW (150 PS),1.968 cm³,Weiß
147,2576ab85-c2ee-4bb1-b805-3e1f40519074,06/2012,Diesel,Automatik,125 kW (170 PS),1.968 cm³,Silber Metallic
148,0c342a1d-d54f-4dd0-8f9d-ec2cea75b980,04/2017,Diesel,Automatik,130 kW (177 PS),2.143 cm³,Schwarz Metallic
149,d321a2a2-accc-4884-bf93-26cc501d72c4,09/2013,Benzin,Automatik,90 kW (122 PS),1.395 cm³,Blau Metallic
150,93528b2b-5a12-4eb5-912e-8fe33db109c2,11/2011,Diesel,Automatik,135 kW (184 PS),1.995 cm³,Schwarz Metallic
151,8129ea82-0b50-47ec-8c40-4f974402b0dd,06/2012,Diesel,Automatik,125 kW (170 PS),1.968 cm³,Silber Metallic
152,d34c061d-c3ca-4ea3-87da-9b4f8b838897,03/2013,Diesel,Schaltgetriebe,103 kW (140 PS),1.968 cm³,Schwarz Metallic
153,68220d1c-16f0-49d3-a3d0-52ed805e2e4c,09/2020,Diesel,Automatik,110 kW (150 PS),1.968 cm³,Schwarz Metallic
154,2a2c4e2b-a7f5-4cbf-9d3b-ff68c589574b,03/2014,Benzin,Automatik,155 kW (211 PS),1.991 cm³,Schwarz
155,c2462e48-d46b-42d6-a954-2c60be62adc2,09/2013,Diesel,Schaltgetriebe,103 kW (140 PS),1.968 cm³,Weiß
156,79a6edf0-cf19-4a30-85c0-aebfc9693749,04/2010,Diesel,Automatik,125 kW (170 PS),1.968 cm³,Braun Metallic
157,bda33537-fee2-4511-be4e-24aad43214ba,02/2016,Diesel,Automatik,110 kW (150 PS),1.968 cm³,Grau Metallic
158,e38dbc6a-e0e0-47ec-9e12-fb127253ab3c,04/2017,Diesel,Automatik,130 kW (177 PS),2.143 cm³,Schwarz Metallic
159,91962216-ac8f-4cd6-bb54-b208514781f1,07/2013,Benzin,Schaltgetriebe,90 kW (122 PS),1.390 cm³,Grau Metallic
160,f17bf825-4dda-43f2-9f74-49c7875496df,11/2011,Diesel,Automatik,135 kW (184 PS),1.995 cm³,Schwarz Metallic
161,55582844-3cf7-4dfb-ac6c-5be225b223c3,02/2015,Benzin,Automatik,221 kW (300 PS),1.984 cm³,Blau Metallic
162,c3363450-816f-4b75-bddc-41656ba99f33,,,,,,
163,3503d2d8-50d2-4b77-858d-777ea3502be6,12/2011,Benzin,Schaltgetriebe,110 kW (150 PS),1.390 cm³,Schwarz Metallic
164,9855f788-6f4e-4be8-836d-892661422a17,09/2013,Benzin,Automatik,90 kW (122 PS),1.395 cm³,Blau Metallic
165,9d4258f1-eb56-4c39-871d-770fce7e4190,02/2015,Benzin,Automatik,221 kW (300 PS),1.984 cm³,Blau Metallic
166,60c588ef-c194-4b60-b462-27cd80bc7626,02/2014,Benzin,Schaltgetriebe,162 kW (220 PS),1.984 cm³,Weiß Metallic
167,3834fe3e-ed7c-4eb9-aaeb-f39034df919c,01/2011,Diesel,Schaltgetriebe,81 kW (110 PS),1.968 cm³,Schwarz Metallic
168,c8abb8f4-ecb9-4e93-813a-29ecf232944e,03/2012,Diesel,Automatik,190 kW (258 PS),2.993 cm³,Blau Metallic
169,913803f1-d351-43f2-85b4-4469d25d6924,07/2013,Benzin,Schaltgetriebe,90 kW (122 PS),1.390 cm³,Grau Metallic
170,bc09ca7d-32e4-4ddd-b0eb-98bfa1244dc3,02/2014,Benzin,Schaltgetriebe,162 kW (220 PS),1.984 cm³,Weiß Metallic
171,97bb2646-df4b-4e53-82ad-de06673bc615,03/2013,Benzin,Schaltgetriebe,118 kW (160 PS),1.390 cm³,Weiß
172,1f03b3fa-ee1a-4fa4-a123-43dd98858158,11/2014,Benzin,Schaltgetriebe,110 kW (150 PS),1.395 cm³,Schwarz Metallic
173,65fffbf9-d7aa-45e4-a80c-6343503883e2,09/2013,Diesel,Schaltgetriebe,103 kW (140 PS),1.968 cm³,Weiß
174,5562c7a1-82ba-4693-b6d5-e5a5f10a0e74,04/2010,Diesel,Automatik,125 kW (170 PS),1.968 cm³,Braun Metallic
175,52af4308-c7a2-437b-94ea-45bd257af4c0,01/2014,Diesel,Automatik,180 kW (245 PS),2.967 cm³,Grau Metallic
176,a4a7d8c7-3dc0-4b99-b709-fdb6306a9d9c,07/2013,Benzin,Schaltgetriebe,90 kW (122 PS),1.390 cm³,Grau Metallic
177,f1b6e52f-c7fa-4a9b-95b0-89c0a00c9e9a,02/2015,Benzin,Automatik,221 kW (300 PS),1.984 cm³,Blau Metallic
178,30b2954e-e7af-4b19-859c-51a051015471,09/2013,Benzin,Automatik,90 kW (122 PS),1.395 cm³,Blau Metallic
179,751e905e-def2-41fe-8ccc-50ace98fc9f5,02/2014,Diesel,Automatik,135 kW (184 PS),1.968 cm³,Rot
180,6c2374c2-2507-4443-a234-14f83a52c8c6,09/2013,Diesel,Schaltgetriebe,103 kW (140 PS),1.968 cm³,Weiß
181,f5b56fb3-6e0a-4882-8730-e5bf415f38e7,07/2013,Benzin,Automatik,165 kW (224 PS),1.984 cm³,Rot Metallic
182,0d9c5a34-9d6f-4c35-a571-a19c381e5160,04/2017,Diesel,Automatik,130 kW (177 PS),2.143 cm³,Schwarz Metallic
183,98efc0ff-355f-4060-a4ba-fe1cd1c5e759,03/2012,Diesel,Automatik,190 kW (258 PS),2.993 cm³,Blau Metallic
184,a1827b47-d4bb-4acd-bc89-dccd891bdfbb,12/2015,Benzin,Automatik,280 kW (381 PS),1.991 cm³,Grau Metallic
185,bb3dee62-3c21-4f0a-bf8a-f700ce813827,06/2020,"Benzin, E10-geeignet",Schaltgetriebe,110 kW (150 PS),1.498 cm³,Grau
186,3076fc24-ccbe-4b84-a2fd-181ac2eee9f4,04/2017,Diesel,Automatik,130 kW (177 PS),2.143 cm³,Schwarz Metallic
187,d2100364-5103-466c-bd18-101f6ba690b0,09/2013,Benzin,Automatik,90 kW (122 PS),1.395 cm³,Blau Metallic
188,dfa3835f-337d-4dbb-ba75-e569fdb5548d,03/2012,Diesel,Automatik,190 kW (258 PS),2.993 cm³,Blau Metallic
189,395e5f75-ab3f-41f5-9dec-ed78e27cac9f,,,,,,
190,9dc114f1-d97d-4bd2-b5ab-fec5624b5433,04/2017,Diesel,Automatik,130 kW (177 PS),2.143 cm³,Schwarz Metallic
191,59cf4bad-2932-48ef-9ad2-5dae5710274f,01/2011,Diesel,Schaltgetriebe,81 kW (110 PS),1.968 cm³,Schwarz Metallic
192,0e4f2098-345e-4197-93c1-09ea09368259,07/2013,Benzin,Automatik,165 kW (224 PS),1.984 cm³,Rot Metallic
193,af1ba492-66a4-4c52-81b8-8cfabcb5de5a,02/2014,Benzin,Schaltgetriebe,162 kW (220 PS),1.984 cm³,Weiß Metallic
194,7994da84-a67a-4582-a66a-62a065c57289,02/2015,Benzin,Automatik,221 kW (300 PS),1.984 cm³,Blau Metallic
195,e1ea702d-1076-4989-9a10-735a95304996,07/2013,Benzin,Automatik,165 kW (224 PS),1.984 cm³,Rot Metallic
196,ef382a53-5232-431e-90e8-e5eb56ef621f,03/2012,Diesel,Automatik,190 kW (258 PS),2.993 cm³,Blau Metallic
